duration,input.all_possible_pgsm_times,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,input.time_expressions,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_time,no_of_annotations,validated_time_final_score,validated_time_initial_score,Experts
50.0,early 2011__123__133###the 26.2-mile event - set days__55__85###one second__9__19###days__81__85###second__13__19###2011__129__133,WSJ_20130321_1145,"that was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .","That was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .",13,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early 2011__123__133': 16, 'days__81__85': 15, 'one second__9__19': 12, '2011__129__133': 12, 'second__13__19': 9, 'the 26.2-mile event - set days__55__85': 4, '': 1})",69,7,20,0.6030588030683334,"Counter({'early 2011__123__133': 0.8195891446625406, 'days__81__85': 0.7695337274717693, '2011__129__133': 0.6279068165881557, 'one second__9__19': 0.6244537647853804, 'second__13__19': 0.4678409010242887, 'the 26.2-mile event - set days__55__85': 0.2036546137514093, '': 0.05635920361614163})",0.5813080594258085,"Counter({'early 2011__123__133': 0.8, 'days__81__85': 0.75, 'one second__9__19': 0.6, '2011__129__133': 0.6, 'second__13__19': 0.45, 'the 26.2-mile event - set days__55__85': 0.2, '': 0.05})",no_time,0,0.0,0.0,0.0
56.7,early August__34__46###August__40__46,CNN_20130322_1003,"state police arrested both men in early august on charges of insurance fraud , conspiracy and filing a false report .","State police arrested both men in early August on charges of insurance fraud , conspiracy and filing a false report .",5,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early august__34__46': 17, 'august__40__46': 10})",27,2,20,0.7231223863558909,"Counter({'early august__34__46': 0.8717172673322798, 'august__40__46': 0.5188981200256406})",0.7018248267788214,"Counter({'early august__34__46': 0.85, 'august__40__46': 0.5})",early august__34__46,17,0.8717172673322798,0.85,1.0
56.7,early August__34__46###August__40__46,CNN_20130322_1003,"state police arrested both men in early august on charges of insurance fraud , conspiracy and filing a false report .","State police arrested both men in early August on charges of insurance fraud , conspiracy and filing a false report .",5,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early august__34__46': 17, 'august__40__46': 10})",27,2,20,0.7231223863558909,"Counter({'early august__34__46': 0.8717172673322798, 'august__40__46': 0.5188981200256406})",0.7018248267788214,"Counter({'early august__34__46': 0.85, 'august__40__46': 0.5})",august__40__46,10,0.5188981200256406,0.5,0.0
56.7,early August__34__46###August__40__46,CNN_20130322_1003,"state police arrested both men in early august on charges of insurance fraud , conspiracy and filing a false report .","State police arrested both men in early August on charges of insurance fraud , conspiracy and filing a false report .",5,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early august__34__46': 17, 'august__40__46': 10})",27,2,20,0.7231223863558909,"Counter({'early august__34__46': 0.8717172673322798, 'august__40__46': 0.5188981200256406})",0.7018248267788214,"Counter({'early august__34__46': 0.85, 'august__40__46': 0.5})",no_time,0,0.0,0.0,0.0
65.05,early December__27__41###the end of year__87__102###a month earlier than usual__44__70###a month earlier than__44__64###early December - a month earlier__27__59###a month__44__51###year__98__102###a month earlier__44__59###early December - a month__27__51,AP_20130322,"this flu season started in early december , a month earlier than usual , and peaked by the end of year .","This flu season started in early December , a month earlier than usual , and peaked by the end of year .",14,3,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early december__27__41': 16, 'the end of year__87__102': 13, 'a month earlier than usual__44__70': 12, 'a month__44__51': 10, 'year__98__102': 10, 'a month earlier__44__59': 9, 'early december - a month__27__51': 7, 'early december - a month earlier__27__59': 6, 'a month earlier than__44__64': 5})",88,9,20,0.5226776392853857,"Counter({'early december__27__41': 0.8288587353747828, 'the end of year__87__102': 0.6822369025273051, 'a month earlier than usual__44__70': 0.6124716015827456, 'year__98__102': 0.5241513026084941, 'a month__44__51': 0.5237698859665576, 'a month earlier__44__59': 0.4891121445194034, 'early december - a month__27__51': 0.3739481850093881, 'early december - a month earlier__27__59': 0.3340725455586265, 'a month earlier than__44__64': 0.2829337053590272})",0.4985109237689488,"Counter({'early december__27__41': 0.8, 'the end of year__87__102': 0.65, 'a month earlier than usual__44__70': 0.6, 'a month__44__51': 0.5, 'year__98__102': 0.5, 'a month earlier__44__59': 0.45, 'early december - a month__27__51': 0.35, 'early december - a month earlier__27__59': 0.3, 'a month earlier than__44__64': 0.25})",early december__27__41,16,0.8288587353747828,0.8,1.0
65.05,early December__27__41###the end of year__87__102###a month earlier than usual__44__70###a month earlier than__44__64###early December - a month earlier__27__59###a month__44__51###year__98__102###a month earlier__44__59###early December - a month__27__51,AP_20130322,"this flu season started in early december , a month earlier than usual , and peaked by the end of year .","This flu season started in early December , a month earlier than usual , and peaked by the end of year .",14,3,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early december__27__41': 16, 'the end of year__87__102': 13, 'a month earlier than usual__44__70': 12, 'a month__44__51': 10, 'year__98__102': 10, 'a month earlier__44__59': 9, 'early december - a month__27__51': 7, 'early december - a month earlier__27__59': 6, 'a month earlier than__44__64': 5})",88,9,20,0.5226776392853857,"Counter({'early december__27__41': 0.8288587353747828, 'the end of year__87__102': 0.6822369025273051, 'a month earlier than usual__44__70': 0.6124716015827456, 'year__98__102': 0.5241513026084941, 'a month__44__51': 0.5237698859665576, 'a month earlier__44__59': 0.4891121445194034, 'early december - a month__27__51': 0.3739481850093881, 'early december - a month earlier__27__59': 0.3340725455586265, 'a month earlier than__44__64': 0.2829337053590272})",0.4985109237689488,"Counter({'early december__27__41': 0.8, 'the end of year__87__102': 0.65, 'a month earlier than usual__44__70': 0.6, 'a month__44__51': 0.5, 'year__98__102': 0.5, 'a month earlier__44__59': 0.45, 'early december - a month__27__51': 0.35, 'early december - a month earlier__27__59': 0.3, 'a month earlier than__44__64': 0.25})",the end of year__87__102,13,0.6822369025273051,0.65,1.0
65.05,early December__27__41###the end of year__87__102###a month earlier than usual__44__70###a month earlier than__44__64###early December - a month earlier__27__59###a month__44__51###year__98__102###a month earlier__44__59###early December - a month__27__51,AP_20130322,"this flu season started in early december , a month earlier than usual , and peaked by the end of year .","This flu season started in early December , a month earlier than usual , and peaked by the end of year .",14,3,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early december__27__41': 16, 'the end of year__87__102': 13, 'a month earlier than usual__44__70': 12, 'a month__44__51': 10, 'year__98__102': 10, 'a month earlier__44__59': 9, 'early december - a month__27__51': 7, 'early december - a month earlier__27__59': 6, 'a month earlier than__44__64': 5})",88,9,20,0.5226776392853857,"Counter({'early december__27__41': 0.8288587353747828, 'the end of year__87__102': 0.6822369025273051, 'a month earlier than usual__44__70': 0.6124716015827456, 'year__98__102': 0.5241513026084941, 'a month__44__51': 0.5237698859665576, 'a month earlier__44__59': 0.4891121445194034, 'early december - a month__27__51': 0.3739481850093881, 'early december - a month earlier__27__59': 0.3340725455586265, 'a month earlier than__44__64': 0.2829337053590272})",0.4985109237689488,"Counter({'early december__27__41': 0.8, 'the end of year__87__102': 0.65, 'a month earlier than usual__44__70': 0.6, 'a month__44__51': 0.5, 'year__98__102': 0.5, 'a month earlier__44__59': 0.45, 'early december - a month__27__51': 0.35, 'early december - a month earlier__27__59': 0.3, 'a month earlier than__44__64': 0.25})",a month earlier than usual__44__70,12,0.6124716015827456,0.6,0.0
65.05,early December__27__41###the end of year__87__102###a month earlier than usual__44__70###a month earlier than__44__64###early December - a month earlier__27__59###a month__44__51###year__98__102###a month earlier__44__59###early December - a month__27__51,AP_20130322,"this flu season started in early december , a month earlier than usual , and peaked by the end of year .","This flu season started in early December , a month earlier than usual , and peaked by the end of year .",14,3,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early december__27__41': 16, 'the end of year__87__102': 13, 'a month earlier than usual__44__70': 12, 'a month__44__51': 10, 'year__98__102': 10, 'a month earlier__44__59': 9, 'early december - a month__27__51': 7, 'early december - a month earlier__27__59': 6, 'a month earlier than__44__64': 5})",88,9,20,0.5226776392853857,"Counter({'early december__27__41': 0.8288587353747828, 'the end of year__87__102': 0.6822369025273051, 'a month earlier than usual__44__70': 0.6124716015827456, 'year__98__102': 0.5241513026084941, 'a month__44__51': 0.5237698859665576, 'a month earlier__44__59': 0.4891121445194034, 'early december - a month__27__51': 0.3739481850093881, 'early december - a month earlier__27__59': 0.3340725455586265, 'a month earlier than__44__64': 0.2829337053590272})",0.4985109237689488,"Counter({'early december__27__41': 0.8, 'the end of year__87__102': 0.65, 'a month earlier than usual__44__70': 0.6, 'a month__44__51': 0.5, 'year__98__102': 0.5, 'a month earlier__44__59': 0.45, 'early december - a month__27__51': 0.35, 'early december - a month earlier__27__59': 0.3, 'a month earlier than__44__64': 0.25})",a month earlier than__44__64,5,0.2829337053590272,0.25,0.0
65.05,early December__27__41###the end of year__87__102###a month earlier than usual__44__70###a month earlier than__44__64###early December - a month earlier__27__59###a month__44__51###year__98__102###a month earlier__44__59###early December - a month__27__51,AP_20130322,"this flu season started in early december , a month earlier than usual , and peaked by the end of year .","This flu season started in early December , a month earlier than usual , and peaked by the end of year .",14,3,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early december__27__41': 16, 'the end of year__87__102': 13, 'a month earlier than usual__44__70': 12, 'a month__44__51': 10, 'year__98__102': 10, 'a month earlier__44__59': 9, 'early december - a month__27__51': 7, 'early december - a month earlier__27__59': 6, 'a month earlier than__44__64': 5})",88,9,20,0.5226776392853857,"Counter({'early december__27__41': 0.8288587353747828, 'the end of year__87__102': 0.6822369025273051, 'a month earlier than usual__44__70': 0.6124716015827456, 'year__98__102': 0.5241513026084941, 'a month__44__51': 0.5237698859665576, 'a month earlier__44__59': 0.4891121445194034, 'early december - a month__27__51': 0.3739481850093881, 'early december - a month earlier__27__59': 0.3340725455586265, 'a month earlier than__44__64': 0.2829337053590272})",0.4985109237689488,"Counter({'early december__27__41': 0.8, 'the end of year__87__102': 0.65, 'a month earlier than usual__44__70': 0.6, 'a month__44__51': 0.5, 'year__98__102': 0.5, 'a month earlier__44__59': 0.45, 'early december - a month__27__51': 0.35, 'early december - a month earlier__27__59': 0.3, 'a month earlier than__44__64': 0.25})",early december - a month earlier__27__59,6,0.3340725455586265,0.3,0.0
65.05,early December__27__41###the end of year__87__102###a month earlier than usual__44__70###a month earlier than__44__64###early December - a month earlier__27__59###a month__44__51###year__98__102###a month earlier__44__59###early December - a month__27__51,AP_20130322,"this flu season started in early december , a month earlier than usual , and peaked by the end of year .","This flu season started in early December , a month earlier than usual , and peaked by the end of year .",14,3,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early december__27__41': 16, 'the end of year__87__102': 13, 'a month earlier than usual__44__70': 12, 'a month__44__51': 10, 'year__98__102': 10, 'a month earlier__44__59': 9, 'early december - a month__27__51': 7, 'early december - a month earlier__27__59': 6, 'a month earlier than__44__64': 5})",88,9,20,0.5226776392853857,"Counter({'early december__27__41': 0.8288587353747828, 'the end of year__87__102': 0.6822369025273051, 'a month earlier than usual__44__70': 0.6124716015827456, 'year__98__102': 0.5241513026084941, 'a month__44__51': 0.5237698859665576, 'a month earlier__44__59': 0.4891121445194034, 'early december - a month__27__51': 0.3739481850093881, 'early december - a month earlier__27__59': 0.3340725455586265, 'a month earlier than__44__64': 0.2829337053590272})",0.4985109237689488,"Counter({'early december__27__41': 0.8, 'the end of year__87__102': 0.65, 'a month earlier than usual__44__70': 0.6, 'a month__44__51': 0.5, 'year__98__102': 0.5, 'a month earlier__44__59': 0.45, 'early december - a month__27__51': 0.35, 'early december - a month earlier__27__59': 0.3, 'a month earlier than__44__64': 0.25})",a month__44__51,10,0.5237698859665576,0.5,1.0
65.05,early December__27__41###the end of year__87__102###a month earlier than usual__44__70###a month earlier than__44__64###early December - a month earlier__27__59###a month__44__51###year__98__102###a month earlier__44__59###early December - a month__27__51,AP_20130322,"this flu season started in early december , a month earlier than usual , and peaked by the end of year .","This flu season started in early December , a month earlier than usual , and peaked by the end of year .",14,3,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early december__27__41': 16, 'the end of year__87__102': 13, 'a month earlier than usual__44__70': 12, 'a month__44__51': 10, 'year__98__102': 10, 'a month earlier__44__59': 9, 'early december - a month__27__51': 7, 'early december - a month earlier__27__59': 6, 'a month earlier than__44__64': 5})",88,9,20,0.5226776392853857,"Counter({'early december__27__41': 0.8288587353747828, 'the end of year__87__102': 0.6822369025273051, 'a month earlier than usual__44__70': 0.6124716015827456, 'year__98__102': 0.5241513026084941, 'a month__44__51': 0.5237698859665576, 'a month earlier__44__59': 0.4891121445194034, 'early december - a month__27__51': 0.3739481850093881, 'early december - a month earlier__27__59': 0.3340725455586265, 'a month earlier than__44__64': 0.2829337053590272})",0.4985109237689488,"Counter({'early december__27__41': 0.8, 'the end of year__87__102': 0.65, 'a month earlier than usual__44__70': 0.6, 'a month__44__51': 0.5, 'year__98__102': 0.5, 'a month earlier__44__59': 0.45, 'early december - a month__27__51': 0.35, 'early december - a month earlier__27__59': 0.3, 'a month earlier than__44__64': 0.25})",year__98__102,10,0.5241513026084941,0.5,0.0
65.05,early December__27__41###the end of year__87__102###a month earlier than usual__44__70###a month earlier than__44__64###early December - a month earlier__27__59###a month__44__51###year__98__102###a month earlier__44__59###early December - a month__27__51,AP_20130322,"this flu season started in early december , a month earlier than usual , and peaked by the end of year .","This flu season started in early December , a month earlier than usual , and peaked by the end of year .",14,3,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early december__27__41': 16, 'the end of year__87__102': 13, 'a month earlier than usual__44__70': 12, 'a month__44__51': 10, 'year__98__102': 10, 'a month earlier__44__59': 9, 'early december - a month__27__51': 7, 'early december - a month earlier__27__59': 6, 'a month earlier than__44__64': 5})",88,9,20,0.5226776392853857,"Counter({'early december__27__41': 0.8288587353747828, 'the end of year__87__102': 0.6822369025273051, 'a month earlier than usual__44__70': 0.6124716015827456, 'year__98__102': 0.5241513026084941, 'a month__44__51': 0.5237698859665576, 'a month earlier__44__59': 0.4891121445194034, 'early december - a month__27__51': 0.3739481850093881, 'early december - a month earlier__27__59': 0.3340725455586265, 'a month earlier than__44__64': 0.2829337053590272})",0.4985109237689488,"Counter({'early december__27__41': 0.8, 'the end of year__87__102': 0.65, 'a month earlier than usual__44__70': 0.6, 'a month__44__51': 0.5, 'year__98__102': 0.5, 'a month earlier__44__59': 0.45, 'early december - a month__27__51': 0.35, 'early december - a month earlier__27__59': 0.3, 'a month earlier than__44__64': 0.25})",a month earlier__44__59,9,0.4891121445194034,0.45,0.0
65.05,early December__27__41###the end of year__87__102###a month earlier than usual__44__70###a month earlier than__44__64###early December - a month earlier__27__59###a month__44__51###year__98__102###a month earlier__44__59###early December - a month__27__51,AP_20130322,"this flu season started in early december , a month earlier than usual , and peaked by the end of year .","This flu season started in early December , a month earlier than usual , and peaked by the end of year .",14,3,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early december__27__41': 16, 'the end of year__87__102': 13, 'a month earlier than usual__44__70': 12, 'a month__44__51': 10, 'year__98__102': 10, 'a month earlier__44__59': 9, 'early december - a month__27__51': 7, 'early december - a month earlier__27__59': 6, 'a month earlier than__44__64': 5})",88,9,20,0.5226776392853857,"Counter({'early december__27__41': 0.8288587353747828, 'the end of year__87__102': 0.6822369025273051, 'a month earlier than usual__44__70': 0.6124716015827456, 'year__98__102': 0.5241513026084941, 'a month__44__51': 0.5237698859665576, 'a month earlier__44__59': 0.4891121445194034, 'early december - a month__27__51': 0.3739481850093881, 'early december - a month earlier__27__59': 0.3340725455586265, 'a month earlier than__44__64': 0.2829337053590272})",0.4985109237689488,"Counter({'early december__27__41': 0.8, 'the end of year__87__102': 0.65, 'a month earlier than usual__44__70': 0.6, 'a month__44__51': 0.5, 'year__98__102': 0.5, 'a month earlier__44__59': 0.45, 'early december - a month__27__51': 0.35, 'early december - a month earlier__27__59': 0.3, 'a month earlier than__44__64': 0.25})",early december - a month__27__51,7,0.3739481850093881,0.35,0.0
65.05,early December__27__41###the end of year__87__102###a month earlier than usual__44__70###a month earlier than__44__64###early December - a month earlier__27__59###a month__44__51###year__98__102###a month earlier__44__59###early December - a month__27__51,AP_20130322,"this flu season started in early december , a month earlier than usual , and peaked by the end of year .","This flu season started in early December , a month earlier than usual , and peaked by the end of year .",14,3,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early december__27__41': 16, 'the end of year__87__102': 13, 'a month earlier than usual__44__70': 12, 'a month__44__51': 10, 'year__98__102': 10, 'a month earlier__44__59': 9, 'early december - a month__27__51': 7, 'early december - a month earlier__27__59': 6, 'a month earlier than__44__64': 5})",88,9,20,0.5226776392853857,"Counter({'early december__27__41': 0.8288587353747828, 'the end of year__87__102': 0.6822369025273051, 'a month earlier than usual__44__70': 0.6124716015827456, 'year__98__102': 0.5241513026084941, 'a month__44__51': 0.5237698859665576, 'a month earlier__44__59': 0.4891121445194034, 'early december - a month__27__51': 0.3739481850093881, 'early december - a month earlier__27__59': 0.3340725455586265, 'a month earlier than__44__64': 0.2829337053590272})",0.4985109237689488,"Counter({'early december__27__41': 0.8, 'the end of year__87__102': 0.65, 'a month earlier than usual__44__70': 0.6, 'a month__44__51': 0.5, 'year__98__102': 0.5, 'a month earlier__44__59': 0.45, 'early december - a month__27__51': 0.35, 'early december - a month earlier__27__59': 0.3, 'a month earlier than__44__64': 0.25})",no_time,0,0.0,0.0,0.0
48.2,early this year__83__98###seven years__216__227###this year__89__98###almost seven years__209__227###year__94__98###years__222__227,WSJ_20130321_1145,"some seek escape in their careers , but that is no longer an option for leon , who early this year was forced to step down as a juvenile probation officer in travis county , texas , a position he had held for almost seven years .","Some seek escape in their careers , but that is no longer an option for Leon , who early this year was forced to step down as a juvenile probation officer in Travis County , Texas , a position he had held for almost seven years .",7,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early this year__83__98': 16, 'seven years__216__227': 15, 'almost seven years__209__227': 14, 'this year__89__98': 12, 'year__94__98': 10, 'years__222__227': 9})",76,6,20,0.634992551057233,"Counter({'early this year__83__98': 0.829842543759341, 'seven years__216__227': 0.7703351719504425, 'almost seven years__209__227': 0.7356296526139313, 'this year__89__98': 0.6265102393229054, 'year__94__98': 0.5208611337466612, 'years__222__227': 0.4908078266959411})",0.6042626429668716,"Counter({'early this year__83__98': 0.8, 'seven years__216__227': 0.75, 'almost seven years__209__227': 0.7, 'this year__89__98': 0.6, 'year__94__98': 0.5, 'years__222__227': 0.45})",early this year__83__98,16,0.829842543759341,0.8,1.0
48.2,early this year__83__98###seven years__216__227###this year__89__98###almost seven years__209__227###year__94__98###years__222__227,WSJ_20130321_1145,"some seek escape in their careers , but that is no longer an option for leon , who early this year was forced to step down as a juvenile probation officer in travis county , texas , a position he had held for almost seven years .","Some seek escape in their careers , but that is no longer an option for Leon , who early this year was forced to step down as a juvenile probation officer in Travis County , Texas , a position he had held for almost seven years .",7,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early this year__83__98': 16, 'seven years__216__227': 15, 'almost seven years__209__227': 14, 'this year__89__98': 12, 'year__94__98': 10, 'years__222__227': 9})",76,6,20,0.634992551057233,"Counter({'early this year__83__98': 0.829842543759341, 'seven years__216__227': 0.7703351719504425, 'almost seven years__209__227': 0.7356296526139313, 'this year__89__98': 0.6265102393229054, 'year__94__98': 0.5208611337466612, 'years__222__227': 0.4908078266959411})",0.6042626429668716,"Counter({'early this year__83__98': 0.8, 'seven years__216__227': 0.75, 'almost seven years__209__227': 0.7, 'this year__89__98': 0.6, 'year__94__98': 0.5, 'years__222__227': 0.45})",seven years__216__227,15,0.7703351719504425,0.75,0.0
48.2,early this year__83__98###seven years__216__227###this year__89__98###almost seven years__209__227###year__94__98###years__222__227,WSJ_20130321_1145,"some seek escape in their careers , but that is no longer an option for leon , who early this year was forced to step down as a juvenile probation officer in travis county , texas , a position he had held for almost seven years .","Some seek escape in their careers , but that is no longer an option for Leon , who early this year was forced to step down as a juvenile probation officer in Travis County , Texas , a position he had held for almost seven years .",7,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early this year__83__98': 16, 'seven years__216__227': 15, 'almost seven years__209__227': 14, 'this year__89__98': 12, 'year__94__98': 10, 'years__222__227': 9})",76,6,20,0.634992551057233,"Counter({'early this year__83__98': 0.829842543759341, 'seven years__216__227': 0.7703351719504425, 'almost seven years__209__227': 0.7356296526139313, 'this year__89__98': 0.6265102393229054, 'year__94__98': 0.5208611337466612, 'years__222__227': 0.4908078266959411})",0.6042626429668716,"Counter({'early this year__83__98': 0.8, 'seven years__216__227': 0.75, 'almost seven years__209__227': 0.7, 'this year__89__98': 0.6, 'year__94__98': 0.5, 'years__222__227': 0.45})",this year__89__98,12,0.6265102393229054,0.6,0.0
48.2,early this year__83__98###seven years__216__227###this year__89__98###almost seven years__209__227###year__94__98###years__222__227,WSJ_20130321_1145,"some seek escape in their careers , but that is no longer an option for leon , who early this year was forced to step down as a juvenile probation officer in travis county , texas , a position he had held for almost seven years .","Some seek escape in their careers , but that is no longer an option for Leon , who early this year was forced to step down as a juvenile probation officer in Travis County , Texas , a position he had held for almost seven years .",7,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early this year__83__98': 16, 'seven years__216__227': 15, 'almost seven years__209__227': 14, 'this year__89__98': 12, 'year__94__98': 10, 'years__222__227': 9})",76,6,20,0.634992551057233,"Counter({'early this year__83__98': 0.829842543759341, 'seven years__216__227': 0.7703351719504425, 'almost seven years__209__227': 0.7356296526139313, 'this year__89__98': 0.6265102393229054, 'year__94__98': 0.5208611337466612, 'years__222__227': 0.4908078266959411})",0.6042626429668716,"Counter({'early this year__83__98': 0.8, 'seven years__216__227': 0.75, 'almost seven years__209__227': 0.7, 'this year__89__98': 0.6, 'year__94__98': 0.5, 'years__222__227': 0.45})",almost seven years__209__227,14,0.7356296526139313,0.7,1.0
48.2,early this year__83__98###seven years__216__227###this year__89__98###almost seven years__209__227###year__94__98###years__222__227,WSJ_20130321_1145,"some seek escape in their careers , but that is no longer an option for leon , who early this year was forced to step down as a juvenile probation officer in travis county , texas , a position he had held for almost seven years .","Some seek escape in their careers , but that is no longer an option for Leon , who early this year was forced to step down as a juvenile probation officer in Travis County , Texas , a position he had held for almost seven years .",7,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early this year__83__98': 16, 'seven years__216__227': 15, 'almost seven years__209__227': 14, 'this year__89__98': 12, 'year__94__98': 10, 'years__222__227': 9})",76,6,20,0.634992551057233,"Counter({'early this year__83__98': 0.829842543759341, 'seven years__216__227': 0.7703351719504425, 'almost seven years__209__227': 0.7356296526139313, 'this year__89__98': 0.6265102393229054, 'year__94__98': 0.5208611337466612, 'years__222__227': 0.4908078266959411})",0.6042626429668716,"Counter({'early this year__83__98': 0.8, 'seven years__216__227': 0.75, 'almost seven years__209__227': 0.7, 'this year__89__98': 0.6, 'year__94__98': 0.5, 'years__222__227': 0.45})",year__94__98,10,0.5208611337466612,0.5,0.0
48.2,early this year__83__98###seven years__216__227###this year__89__98###almost seven years__209__227###year__94__98###years__222__227,WSJ_20130321_1145,"some seek escape in their careers , but that is no longer an option for leon , who early this year was forced to step down as a juvenile probation officer in travis county , texas , a position he had held for almost seven years .","Some seek escape in their careers , but that is no longer an option for Leon , who early this year was forced to step down as a juvenile probation officer in Travis County , Texas , a position he had held for almost seven years .",7,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early this year__83__98': 16, 'seven years__216__227': 15, 'almost seven years__209__227': 14, 'this year__89__98': 12, 'year__94__98': 10, 'years__222__227': 9})",76,6,20,0.634992551057233,"Counter({'early this year__83__98': 0.829842543759341, 'seven years__216__227': 0.7703351719504425, 'almost seven years__209__227': 0.7356296526139313, 'this year__89__98': 0.6265102393229054, 'year__94__98': 0.5208611337466612, 'years__222__227': 0.4908078266959411})",0.6042626429668716,"Counter({'early this year__83__98': 0.8, 'seven years__216__227': 0.75, 'almost seven years__209__227': 0.7, 'this year__89__98': 0.6, 'year__94__98': 0.5, 'years__222__227': 0.45})",years__222__227,9,0.4908078266959411,0.45,0.0
48.2,early this year__83__98###seven years__216__227###this year__89__98###almost seven years__209__227###year__94__98###years__222__227,WSJ_20130321_1145,"some seek escape in their careers , but that is no longer an option for leon , who early this year was forced to step down as a juvenile probation officer in travis county , texas , a position he had held for almost seven years .","Some seek escape in their careers , but that is no longer an option for Leon , who early this year was forced to step down as a juvenile probation officer in Travis County , Texas , a position he had held for almost seven years .",7,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'early this year__83__98': 16, 'seven years__216__227': 15, 'almost seven years__209__227': 14, 'this year__89__98': 12, 'year__94__98': 10, 'years__222__227': 9})",76,6,20,0.634992551057233,"Counter({'early this year__83__98': 0.829842543759341, 'seven years__216__227': 0.7703351719504425, 'almost seven years__209__227': 0.7356296526139313, 'this year__89__98': 0.6265102393229054, 'year__94__98': 0.5208611337466612, 'years__222__227': 0.4908078266959411})",0.6042626429668716,"Counter({'early this year__83__98': 0.8, 'seven years__216__227': 0.75, 'almost seven years__209__227': 0.7, 'this year__89__98': 0.6, 'year__94__98': 0.5, 'years__222__227': 0.45})",no_time,0,0.0,0.0,0.0
35.15,eight years__125__136###now__142__145###-__123__124###eight years from now__125__145###years__131__136,WSJ_20130321_1145,"lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40 , eight years from now .","Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40 , eight years from now .",3,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'eight years__125__136': 15, 'eight years from now__125__145': 15, 'years__131__136': 11, 'now__142__145': 8})",49,4,20,0.6238220411968003,"Counter({'eight years from now__125__145': 0.7788330395401268, 'eight years__125__136': 0.7657470284481617, 'years__131__136': 0.5645804993028067, 'now__142__145': 0.41605561796362034})",0.6028983176384864,"Counter({'eight years__125__136': 0.75, 'eight years from now__125__145': 0.75, 'years__131__136': 0.55, 'now__142__145': 0.4})",eight years__125__136,15,0.7657470284481617,0.75,1.0
35.15,eight years__125__136###now__142__145###-__123__124###eight years from now__125__145###years__131__136,WSJ_20130321_1145,"lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40 , eight years from now .","Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40 , eight years from now .",3,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'eight years__125__136': 15, 'eight years from now__125__145': 15, 'years__131__136': 11, 'now__142__145': 8})",49,4,20,0.6238220411968003,"Counter({'eight years from now__125__145': 0.7788330395401268, 'eight years__125__136': 0.7657470284481617, 'years__131__136': 0.5645804993028067, 'now__142__145': 0.41605561796362034})",0.6028983176384864,"Counter({'eight years__125__136': 0.75, 'eight years from now__125__145': 0.75, 'years__131__136': 0.55, 'now__142__145': 0.4})",now__142__145,8,0.4160556179636203,0.4,1.0
